corsi_di_laurea	corsi	id	name	surname	phone	email	office_address	office_number
Corso di Laurea in Dietistica	aut dolores ut	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea in Dietistica	quam qui ipsam	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	eum ipsum inventore	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea in Tecniche di Neurofisiopatologia	nulla molestiae odit	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	enim odit debitis	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea Magistrale in Chimica Industriale	et et quibusdam	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	error odio enim	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea Magistrale in Entrepreneurship and Innovation	ex aut sed	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea in Statistica per l'Economia e l'Impresa	eos dolorum rerum	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea Magistrale in Scienze Statistiche	architecto ab sit	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea Magistrale in Filologia Moderna	qui soluta maxime	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea Magistrale in Strategie di Comunicazione	unde commodi qui	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea in Biologia molecolare	mollitia repudiandae culpa	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea Magistrale in Biologia molecolare	ut sit est	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea in Fisica	omnis exercitationem ipsa	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea in Ingegneria Biomedica	ea facere laboriosam	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea in Ingegneria Elettronica	qui praesentium minus	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea Magistrale in Ingegneria Informatica	rerum quos pariatur	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea in Infermieristica	ipsa assumenda eligendi	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	aut nesciunt deleniti	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea in Educazione Professionale	ipsa exercitationem aut	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea Magistrale in Economics and Finance	earum numquam deserunt	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	impedit vitae laboriosam	54	Piererminio	Sanna	+39 376 562 381	mbattaglia@marchetti.it	Rotonda Teseo 9	59
Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	est tempora aliquid	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	quasi qui eum	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea in Scienza dei Materiali	neque architecto est	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	nostrum fugiat optio	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea Magistrale in Chimica	nobis nesciunt fugit	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea in Economia	non ipsa sint	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea Magistrale in Entrepreneurship and Innovation	commodi laboriosam cumque	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	excepturi vero ad	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	et voluptatum veniam	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea Magistrale in Scienze Statistiche	non repellendus vero	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea in Lingue, Letterature e Mediazione Culturale	eaque dolores est	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea Magistrale in Strategie di Comunicazione	distinctio rem quis	55	Hector	Pellegrini	+39 061 104 573	tneri@neri.com	Via Mariano 48	11
Corso di Laurea in Biotecnologie	voluptatem eveniet aut	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea Magistrale in Ingegneria Informatica	consequatur ea ipsam	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	maiores eum rerum	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea in Scienza dei Materiali	quaerat accusamus eos	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea Magistrale in Chimica Industriale	fugit qui voluptatem	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea Magistrale in Scienza dei Materiali	ratione rerum non	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea Magistrale in Business Administration	vitae est fuga	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea Magistrale in Economics and Finance	qui ipsam sit	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea Magistrale in Entrepreneurship and Innovation	eaque nostrum et	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea Magistrale in Entrepreneurship and Innovation	harum a sed	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea in Statistica per l'Economia e l'Impresa	consequatur fugiat quia	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea in Lettere	iusto labore aut	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea Magistrale in Linguistica	vitae sint in	56	Timothy	Mancini	NULL	amato.erminio@gmail.com	Rotonda Martinelli 309	157
Corso di Laurea in Fisica	at id rerum	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Fisica	dolorum ex error	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Ingegneria Civile	voluptatem rem ut	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea Magistrale in Ingegneria Civile	sit at quia	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea Magistrale in Ingegneria Civile	ipsum est facilis	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Ingegneria Informatica	sint molestiae porro	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea Magistrale in Ingegneria Elettronica	laboriosam reiciendis nulla	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Tecniche di Laboratorio Biomedico	est magni quos	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Tecniche di Laboratorio Biomedico	recusandae vero qui	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	sapiente pariatur voluptates	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Igiene Dentale	est deserunt expedita	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	qui autem excepturi	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Scienza dei Materiali	et ducimus eos	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Scienza dei Materiali	ipsam deserunt dicta	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	voluptatem consectetur voluptas	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Diritto dell'Economia	soluta soluta aspernatur	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea Magistrale in European and Global Studies	enim quae quos	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche	et eius occaecati	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Statistica per le Tecnologie e le Scienze	aliquam molestias sit	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Lingue, Letterature e Mediazione Culturale	quo autem et	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea Magistrale in Filologia Moderna	officia cumque tempore	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea Magistrale in Strategie di Comunicazione	occaecati quo laboriosam	57	Piersilvio	Carbone	NULL	aaron72@gmail.com	Rotonda Carmela 10 Piano 1	72
Corso di Laurea in Biologia molecolare	atque assumenda explicabo	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Biologia molecolare	minus beatae illo	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Ingegneria Edile - Architettura	nihil vero voluptas	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Ingegneria dell'Informazione	voluptatem sit dolorem	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Ingegneria Elettronica	sequi id eum	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea Magistrale in Ingegneria dell'Automazione	laboriosam quia veritatis	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea Magistrale in Cybersecurity	provident culpa labore	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea Magistrale in Informatica	ducimus sapiente at	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea Magistrale in Informatica	quia eos doloremque	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Dietistica	illum sit dolores	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	necessitatibus aut quis	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Igiene Dentale	qui voluptas illum	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Chimica Industriale	illo delectus repellendus	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	quae vitae nisi	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Statistica per le Tecnologie e le Scienze	quia rerum et	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Lettere	magnam voluptatem harum	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Lingue, Letterature e Mediazione Culturale	ut earum eum	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea Magistrale in Filologia Moderna	porro est eum	58	Pietro	Rizzo	+21 6710 0964205	sanna.michele@negri.it	Contrada Santoro 17 Appartamento 30	125
Corso di Laurea in Fisica	sit vero tempora	59	Carlo	Monti	+56 73 28324975	dpalumbo@rizzi.it	Rotonda Teseo 9	17
Corso di Laurea in Ingegneria Elettronica	aut consequatur exercitationem	59	Carlo	Monti	+56 73 28324975	dpalumbo@rizzi.it	Rotonda Teseo 9	17
Corso di Laurea in Tecniche di Radiologia Medica	ut nostrum maxime	59	Carlo	Monti	+56 73 28324975	dpalumbo@rizzi.it	Rotonda Teseo 9	17
Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	similique veniam sit	59	Carlo	Monti	+56 73 28324975	dpalumbo@rizzi.it	Rotonda Teseo 9	17
Corso di Laurea in Fisioterapia	est in officia	59	Carlo	Monti	+56 73 28324975	dpalumbo@rizzi.it	Rotonda Teseo 9	17
Corso di Laurea in Logopedia	magnam aut repellat	59	Carlo	Monti	+56 73 28324975	dpalumbo@rizzi.it	Rotonda Teseo 9	17
Corso di Laurea Magistrale in Economics and Finance	unde architecto pariatur	59	Carlo	Monti	+56 73 28324975	dpalumbo@rizzi.it	Rotonda Teseo 9	17
Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	soluta alias fugiat	59	Carlo	Monti	+56 73 28324975	dpalumbo@rizzi.it	Rotonda Teseo 9	17
Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	deserunt enim non	59	Carlo	Monti	+56 73 28324975	dpalumbo@rizzi.it	Rotonda Teseo 9	17
Corso di Laurea in Astronomia	quia labore vitae	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea in Fisica	architecto deleniti temporibus	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea Magistrale in Astronomia	officiis fugiat voluptatem	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	est quos delectus	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea Magistrale in Ingegneria Civile	eveniet molestias quas	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea in Infermieristica	dolore enim eius	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea in Tecniche di Radiologia Medica	quo dolor aspernatur	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea in Igiene Dentale	dolor optio non	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea in Tecniche di Neurofisiopatologia	velit quo impedit	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea in Scienza dei Materiali	quia omnis et	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea Magistrale in Business Administration	quo ipsum ipsa	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea in Relazioni Internazionali e Diritti Umani	labore rerum deleniti	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea Magistrale in Innovazione e Servizio Sociale	omnis ut amet	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea Magistrale in Linguistica	laboriosam aperiam ut	60	Eusebio	Conti	NULL	lleone@sala.com	Strada Lino 8	9
Corso di Laurea in Biotecnologie	odio odit id	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea Magistrale in Biotecnologie industriali	assumenda et sed	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea in Ingegneria Civile	ea ut autem	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea in Ingegneria Elettronica	labore sapiente quidem	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea in Informatica	esse rerum voluptas	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea in Tecniche di Radiologia Medica	totam illo non	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	consectetur omnis sit	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea in Chimica	sit adipisci repudiandae	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	et id dolores	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea in Economia	sit eum libero	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea in Diritto dell'Economia	perferendis nemo porro	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea Magistrale in Innovazione e Servizio Sociale	delectus quas quam	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	accusamus aut ipsum	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea in Lettere	velit et odit	61	Cosetta	Costantini	+02 4239 6196733	valentini.giovanna@yahoo.com	Rotonda Martinelli 309	164
Corso di Laurea Magistrale in Scienze della natura	ut doloribus dicta	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea in Astronomia	maxime laboriosam quo	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea Magistrale in Fisica	illum non accusamus	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea in Ingegneria Edile - Architettura	maiores cumque repudiandae	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea in Ingegneria Elettronica	modi deleniti delectus	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	architecto cumque iure	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea in Scienza dei Materiali	error deserunt ea	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea Magistrale in Business Administration	sed qui magnam	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea Magistrale in Economia e Diritto	rerum deserunt eaque	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea in Diritto dell'Economia	praesentium tempore consequuntur	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea in Statistica per le Tecnologie e le Scienze	ut quis illo	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea Magistrale in Filologia Moderna	dolorum earum ipsum	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea Magistrale in Filologia Moderna	quis molestias veniam	62	Ingrid	Mancini	+13 048 26084137	msorrentino@milani.it	Piazza Demian 856 Appartamento 63	159
Corso di Laurea in Scienze naturali	quam repellat enim	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea Magistrale in Biologia molecolare	autem recusandae doloremque	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	numquam deserunt quasi	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea in Ingegneria Biomedica	et dolores atque	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea in Ingegneria Elettronica	laborum corporis voluptas	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	veritatis corporis et	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	quis asperiores rem	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	rerum cupiditate tempore	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea in Scienza dei Materiali	exercitationem explicabo fuga	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	rem sit error	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	exercitationem est magni	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea Magistrale in Business Administration	atque non numquam	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea in Diritto dell'Economia	nesciunt voluptas deleniti	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea in Scienze Politiche	dolore ut ipsa	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea Magistrale in Linguistica	rerum in sed	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea Magistrale in Strategie di Comunicazione	quis ipsa non	63	Kayla	Carbone	+29 184 8203426	dante89@yahoo.it	Strada Kociss 997 Piano 8	43
Corso di Laurea Magistrale in Biologia evoluzionistica	quam provident perspiciatis	64	Loretta	Amato	+26 383 40 14 3011	lucia.lombardo@yahoo.it	Incrocio Marini 9	164
Corso di Laurea Magistrale in Biologia sanitaria	quam fugit accusantium	64	Loretta	Amato	+26 383 40 14 3011	lucia.lombardo@yahoo.it	Incrocio Marini 9	164
Corso di Laurea in Informatica	voluptates sed eaque	64	Loretta	Amato	+26 383 40 14 3011	lucia.lombardo@yahoo.it	Incrocio Marini 9	164
Corso di Laurea Magistrale in Economics and Finance	est explicabo iste	64	Loretta	Amato	+26 383 40 14 3011	lucia.lombardo@yahoo.it	Incrocio Marini 9	164
Corso di Laurea in Diritto dell'Economia	veniam unde laborum	64	Loretta	Amato	+26 383 40 14 3011	lucia.lombardo@yahoo.it	Incrocio Marini 9	164
Corso di Laurea in Statistica per l'Economia e l'Impresa	corporis harum maxime	64	Loretta	Amato	+26 383 40 14 3011	lucia.lombardo@yahoo.it	Incrocio Marini 9	164
Corso di Laurea Magistrale in Strategie di Comunicazione	quaerat in qui	64	Loretta	Amato	+26 383 40 14 3011	lucia.lombardo@yahoo.it	Incrocio Marini 9	164
Corso di Laurea in Biologia	et doloremque omnis	65	Giovanna	Mariani	NULL	luna.rizzo@hotmail.com	Borgo Elga 89	2
Corso di Laurea in Scienze naturali	quia aut aut	65	Giovanna	Mariani	NULL	luna.rizzo@hotmail.com	Borgo Elga 89	2
Corso di Laurea Magistrale in Scienze della natura	impedit sunt qui	65	Giovanna	Mariani	NULL	luna.rizzo@hotmail.com	Borgo Elga 89	2
Corso di Laurea Magistrale in Astronomia	nemo cumque optio	65	Giovanna	Mariani	NULL	luna.rizzo@hotmail.com	Borgo Elga 89	2
Corso di Laurea in Ingegneria Edile - Architettura	qui similique qui	65	Giovanna	Mariani	NULL	luna.rizzo@hotmail.com	Borgo Elga 89	2
Corso di Laurea Magistrale in Informatica	et et saepe	65	Giovanna	Mariani	NULL	luna.rizzo@hotmail.com	Borgo Elga 89	2
Corso di Laurea Magistrale in Chimica	ullam dicta non	65	Giovanna	Mariani	NULL	luna.rizzo@hotmail.com	Borgo Elga 89	2
Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	voluptatem repudiandae rerum	65	Giovanna	Mariani	NULL	luna.rizzo@hotmail.com	Borgo Elga 89	2
Corso di Laurea in Biologia molecolare	iste ullam cum	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea in Biotecnologie	sed sint aut	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea in Biotecnologie	cupiditate deleniti nihil	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
